sentiment,selected_text
1,wow. hehehe. mushy-mushy mode.
1,. hope ur lookin 4ward
1,good
0,badly
1,Wow thanks a lot!
0,AAAAARRRRGGGHHH!
0,attacked
0,just completely lame. I`m sorry dude.
0,we watched that one day in the middle of playing-- it REALLY doesn`t hold up
0,im sorry.
1,good
0,sucks
1,good.
1,happy.
0,missed
0,sad
1,Quite excited
1,Happy Star Wars Day.every one
0,Dumb
0,i feel u  but its sooo close to me hard not to  but i cant so no point ug
1,love it wh
1,Cant wait to see the 3d concert
0,so i feel like **** for saying HAPPY BELATED BIRFDAYY.. i`m only a month late
1,lead
1,sounds good though.
1,w hope uve hada good day
1,Have a great day.
1,Happy
1,best of dreams
1,great
1,officially the BEST way
0,Unfortunately these heffas decided to take an impromptu mall trip
1,laugh
1,Happy
0,Looks like no diamond ball for me
1,boo hoo!
1,e doesnt try to violently
0,Ugh worried about my math test
0,might just have made me cry
1,special
1,happy
0,tierd
1,haha.. good for you
0,None to be had
0,I don`t think I`m very well.
1,"en, hope it doesn`t rain"
0,"broke,"
1,Good morning
1,e Fine
0,should stop relying
1,Hopefully
0,Dammit!
1,y hope
0,"bad,"
1,pleasure
0,restrictions!
1,a wonderfu
1,Good night
1,NEED SOMEONE TO CHEER ME UP
0,Bored
0,dorky.
0,hurt
1,aww
0,failing
1,glad
1,Good
1,good
1,no problemo!!
0,lied!
1,thanks
1,love
1,fun
0,poor
0,has a tummy ache
0,Sleep-fail.
0,What a miserable day
0,gutted
1,Thanks
0,sucks.
1,Soooo romantic ev
0,i lose.
0,noooooooo  i miss you
1,awesome
1,Good
0,Hmph.
0,tired.
1,nice
0,****
1,pretty much ever HP except the one i wanted to look at
0,It isn`t moving fast enough.
1,Happy
1,liking
0,. Boring
0,didn`t
0,miss
0,****!
0,sorry
1,Thank you!  The best to you and yours tomorrow... I hope you all have a lovely day together!!
0,hates
1,fun
0,unfortunately
1,y. Lol
1,loves
1,wish!
0,hurts
0,No good
1,good!!
1,cuuuute
0,nauseatingly
1,"Yes! Cold coffee from yesterday. No sugar, no cream !  The way I like it !"
1,had a shitload of fun with her friends
0,pains
1,i appreciate
1,super excited
0,sorry
0,FLASH IS BEING **** TONIGHT!
1,enjoy
1,goodluck
1,Thanks
1,fun
0,>> HELP?
1,favorite
1,Lov
0,and guess what ! ive got 20 % ! wow its impossible
0,didn`t put any treats on my food
1,I love to jazzercise with Mrs. Underwood. I wish she was my chaperone.
0,Bummer.
1,HAPPY
0,sad
1,enjoy
0,I have a headache.
0,not in the fun way
1,encourage
1,good
0,my finger hurts
0,Bore
1,ly shade loving native wildflowers
1,wish
0,False hope!
1,so great to hear from u again today! U r the best!
1,In pillow heaven
1,Lol
0,**** the whole Twitter silence ex
1,hey! nice pic
0,awkward flashing.
1,"Yes, you really should!"
0,no luck in
0,disconnected
0,can`t go to
0,awww poor little girl on britains got talent
1,thks
1,im so thankful
0,sadly
